Myth Cloth Original Name,Base Name,Price (JPY),Price (JPY) Tax,Announcement (JPY),Preorder (JPY),Release (JPY),Distributor (MXN),Price (MXN),Preorder (MXN),Release (MXN),Link,Distribution,LineUp,Series,Group,Metal,OCE,Revival,Restock,PlainCloth,Broken,Golden,Gold,HK,Manga,Surplice,Set,Static,Anniversary,Remarks,Events,tags,Official Images,Other Images
Odin Seiya EX,Odin Seiya,"¥15,000","¥16,500",11/19/2021,4/25/2025,10/17/2025,DAM,"$2,760",10/31/2025,,https://tamashiiweb.com/item/15383,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Shown for the first time in Tamashii 2021,11/29/2025:MX:Sold directly in Tamashii Pop Store in Mexico,,"https://imagizer.imageshack.com/img922/5827/zlE5Tr.jpg,https://imagizer.imageshack.com/img923/1208/goRCpp.jpg,https://imagizer.imageshack.com/img923/1276/xbMZOS.jpg,https://imagizer.imageshack.com/img924/622/kOCozA.jpg,https://imagizer.imageshack.com/img922/5423/34aV6C.jpg,https://imagizer.imageshack.com/img923/8611/V5pPtm.jpg,https://imagizer.imageshack.com/img924/2904/VWPTBF.jpg,https://imagizer.imageshack.com/img924/4041/4A01AC.jpg,https://imagizer.imageshack.com/img924/5998/LtCeMn.jpg,https://imagizer.imageshack.com/img924/2465/7Q5FUC.jpg","https://imagizer.imageshack.com/img924/8063/fiBADT.jpg,https://imagizer.imageshack.com/img923/3/w3KbDH.jpg"
Gemini Saga,Gemini Saga,"¥23,000","¥25,300",4/22/2025,4/25/2025,12/2025,DAM,,,,https://tamashiiweb.com/item/15359,Stores,Figuarts Zero Metallic Touch,Saint Seiya,Gold Saint,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"""Gemini Saga"" from the TV anime ""SAINT SEIYA"" is now available in Figuarts Zero Touche Métallique!",,,"https://imagizer.imageshack.com/img924/5882/VftDzn.jpg,https://imagizer.imageshack.com/img924/2893/nyjmAb.jpg,https://imagizer.imageshack.com/img924/6246/I5bTul.jpg,https://imagizer.imageshack.com/img923/1453/3vbgbZ.jpg,https://imagizer.imageshack.com/img923/9126/kaxoFy.jpg,https://imagizer.imageshack.com/img922/2816/t4Tg1c.jpg,https://imagizer.imageshack.com/img922/6797/MfkfDg.jpg,https://imagizer.imageshack.com/img922/3564/2RrAjh.jpg",
Aquarius Hyoga ~Inheritor of the Gold Cloth~ EX,Aquarius Hyoga,"¥22,000","¥24,200",3/5/2025,3/7/2025,8/19/2025,DAM,,,,https://tamashiiweb.com/item/15334,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Inheritor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img923/8119/ucWetL.jpg,https://imagizer.imageshack.com/img922/6126/vJeIBr.jpg,https://imagizer.imageshack.com/img923/3323/AhYodl.jpg,https://imagizer.imageshack.com/img924/3812/25dqz7.jpg,https://imagizer.imageshack.com/img924/650/lnmseQ.jpg,https://imagizer.imageshack.com/img922/8591/IQnBSF.jpg,https://imagizer.imageshack.com/img922/2379/jPeidz.jpg,https://imagizer.imageshack.com/img923/633/VxnMjx.jpg,https://imagizer.imageshack.com/img922/3879/0r6bfu.jpg",
Eta Benetnasch Mime EX,Eta Benetnasch Mime,"¥14,000","¥15,400",11/15/2024,2/14/2025,7/17/2025,DAM,,,,https://tamashiiweb.com/item/15311,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,God Robe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Shown for the first time in Tamashii 2024,,,"https://imagizer.imageshack.com/img922/4150/f4broZ.jpg,https://imagizer.imageshack.com/img923/7240/5odnNa.jpg,https://imagizer.imageshack.com/img923/9569/C0wY3C.jpg,https://imagizer.imageshack.com/img924/2700/9V2859.jpg,https://imagizer.imageshack.com/img923/6545/DpZf9i.jpg,https://imagizer.imageshack.com/img922/742/AD376m.jpg,https://imagizer.imageshack.com/img924/9572/VpJOt1.jpg,https://imagizer.imageshack.com/img922/2629/nyZHSv.jpg,https://imagizer.imageshack.com/img922/4751/PghUfm.jpg,https://imagizer.imageshack.com/img923/5093/vpPz9d.jpg",
Hades EX OCE (Restock),Hades,"¥22,000","¥24,200",11/29/2024,11/29/2024,5/2025,,,,,https://tamashiiweb.com/item/15110,Other Limited Edition,Myth Cloth EX,Saint Seiya,God,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/5313/vUUgzw.jpg,https://imagizer.imageshack.com/img924/9564/KAWwgw.jpg,https://imagizer.imageshack.com/img923/5632/CctWuR.jpg,https://imagizer.imageshack.com/img923/121/WKKIJ6.jpg,https://imagizer.imageshack.com/img922/4324/HIfNbJ.jpg,https://imagizer.imageshack.com/img923/363/v63rCt.jpg,https://imagizer.imageshack.com/img922/8712/Qr4TnB.jpg,https://imagizer.imageshack.com/img922/8365/jo0Py2.jpg,https://imagizer.imageshack.com/img922/1628/vgsjDM.jpg,https://imagizer.imageshack.com/img924/9070/NJaYWJ.jpg,https://imagizer.imageshack.com/img922/5498/T88D1r.jpg",
Phoenix Ikki ~New Bronze Cloth~ Golden Limited Edition EX (Restock3),Phoenix Ikki,"¥8,000","¥8,800",11/15/2024,11/15/2024,11/15/2024,,,,,https://tamashiiweb.com/item/13650,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7852/tuWHf4.jpg,https://imagizer.imageshack.com/img922/4328/GzzH08.jpg,https://imagizer.imageshack.com/img923/6700/9vO5Pn.jpg",
Andromeda Shun ~New Bronze Cloth~ Golden Limited Edition EX (Restock3),Andromeda Shun,"¥8,000","¥8,800",11/15/2024,11/15/2024,11/15/2024,,,,,https://tamashiiweb.com/item/13474,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/6811/snYzwV.jpg,https://imagizer.imageshack.com/img924/6863/Rb4ZK2.jpg,https://imagizer.imageshack.com/img923/8928/uKez6y.jpg",
Cygnus Hyoga ~New Bronze Cloth~ Golden Limited Edition EX (Restock3),Cygnus Hyoga,"¥8,000","¥8,800",11/15/2024,11/15/2024,11/15/2024,,,,,https://tamashiiweb.com/item/13479,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/9678/MVbtQc.jpg,https://imagizer.imageshack.com/img924/6770/d6z6wu.jpg,https://imagizer.imageshack.com/img924/995/OvMx6P.png",
Dragon Shiryu ~New Bronze Cloth~ Golden Limited Edition EX (Restock3),Dragon Shiryu,"¥8,000","¥8,800",11/15/2024,11/15/2024,11/15/2024,,,,,https://tamashiiweb.com/item/14137,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/2873/tNTKkq.jpg,https://imagizer.imageshack.com/img924/1091/Jp21F2.jpg,https://imagizer.imageshack.com/img924/4917/kGyD1g.jpg,https://imagizer.imageshack.com/img924/5431/WK4IJn.jpg,https://imagizer.imageshack.com/img922/3206/2JT01N.jpg",
Pegasus Seiya ~New Bronze Cloth~ Golden Limited Edition EX (Restock3),Pegasus Seiya,"¥8,000","¥8,800",11/15/2024,11/15/2024,11/15/2024,,,,,https://tamashiiweb.com/item/13454,Tamashii Store,Myth Cloth EX,Saint Seiya,Bronze Saint V2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/7519/dps4em.jpg,https://imagizer.imageshack.com/img924/3533/otODhy.jpg,https://imagizer.imageshack.com/img923/9454/PKjHVL.jpg",
Pisces Aphrodite EX <Revival> (Restock),Pisces Aphrodite,"¥15,000","¥16,500",2/16/2024,2/14/2025,2/14/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/13244,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img923/4654/9MPxmx.jpg,https://imagizer.imageshack.com/img924/2529/gflvn3.jpg,https://imagizer.imageshack.com/img922/4108/3Jcci4.jpg,https://imagizer.imageshack.com/img924/4219/LJWDcv.jpg,https://imagizer.imageshack.com/img923/4866/35xTmN.jpg,https://imagizer.imageshack.com/img924/7113/pS9pFQ.jpg,https://imagizer.imageshack.com/img922/7066/XNggg7.jpg,https://imagizer.imageshack.com/img923/547/18vimH.jpg,https://imagizer.imageshack.com/img924/8467/UL5AQM.jpg,https://imagizer.imageshack.com/img923/3362/RCXJ9N.jpg,https://imagizer.imageshack.com/img924/262/6L9nzV.jpg",
Scorpio Milo EX <Revival> (Restock),Scorpio Milo,"¥15,000","¥16,500",2/16/2024,2/14/2025,2/14/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/14387,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img923/5779/vMiqIK.jpg,https://imagizer.imageshack.com/img924/7706/mqXD5s.jpg,https://imagizer.imageshack.com/img922/1623/DNjFPX.jpg,https://imagizer.imageshack.com/img923/5361/orWkJa.jpg,https://imagizer.imageshack.com/img923/4391/mcd6Rk.jpg,https://imagizer.imageshack.com/img924/3251/sI4pVS.jpg,https://imagizer.imageshack.com/img922/2758/qLYAPw.jpg,https://imagizer.imageshack.com/img924/8753/wS8ZrL.jpg,https://imagizer.imageshack.com/img922/3027/USaIyG.jpg,https://imagizer.imageshack.com/img924/5685/PnjnlR.jpg,https://imagizer.imageshack.com/img924/9986/JfFAI9.jpg",
Aquarius Camus EX <Revival> (Restock),Aquarius Camus,"¥15,000","¥16,500",2/16/2024,2/14/2025,2/14/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/13973,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img924/6181/eYLKPJ.jpg,https://imagizer.imageshack.com/img922/4130/xgtGqF.jpg,https://imagizer.imageshack.com/img924/5994/DnglFu.jpg,https://imagizer.imageshack.com/img922/7523/JCWRMx.jpg,https://imagizer.imageshack.com/img924/8259/0qwsK6.jpg,https://imagizer.imageshack.com/img923/6744/7oVkeB.jpg,https://imagizer.imageshack.com/img922/7476/dLjDHK.jpg,https://imagizer.imageshack.com/img923/6199/em5RdR.jpg,https://imagizer.imageshack.com/img923/6673/fRWWgQ.jpg,https://imagizer.imageshack.com/img922/4266/obVqH1.jpg,https://imagizer.imageshack.com/img923/2966/smIWTX.jpg",
Sagittarius Aiolos EX <Revival> (Restock),Sagittarius Aiolos,"¥15,000","¥16,500",2/16/2024,2/14/2025,2/14/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/13372,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img923/3778/Y5z5BA.jpg,https://imagizer.imageshack.com/img923/4600/1v9GDu.jpg,https://imagizer.imageshack.com/img923/9650/ePoOX9.jpg,https://imagizer.imageshack.com/img922/4599/qxQ5C7.jpg,https://imagizer.imageshack.com/img923/1254/Y1IXzv.jpg,https://imagizer.imageshack.com/img924/5652/xU0sC7.jpg,https://imagizer.imageshack.com/img923/2355/WtsoIn.jpg,https://imagizer.imageshack.com/img924/4530/Yn9M39.jpg,https://imagizer.imageshack.com/img924/4185/COmYq3.jpg,https://imagizer.imageshack.com/img923/3519/zBSvJJ.jpg,https://imagizer.imageshack.com/img924/3605/XbxS6F.jpg",
Cancer DeathMask EX <Revival> (Restock),Cancer DeathMask,"¥15,000","¥16,500",2/16/2024,1/24/2025,1/24/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/14207,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sold via lottery from Jan 10 to Jan 16 / For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img922/7489/xpZOLd.jpg,https://imagizer.imageshack.com/img922/1238/4u197C.jpg,https://imagizer.imageshack.com/img923/6900/bzbVNM.jpg,https://imagizer.imageshack.com/img922/111/faP8yC.jpg,https://imagizer.imageshack.com/img922/8079/NS8FXW.jpg,https://imagizer.imageshack.com/img924/554/Fk1JNW.jpg,https://imagizer.imageshack.com/img923/5711/BSsgee.jpg,https://imagizer.imageshack.com/img922/8944/3gcTrR.jpg,https://imagizer.imageshack.com/img922/5711/YjcuFm.jpg,https://imagizer.imageshack.com/img923/3687/i95YQI.jpg,https://imagizer.imageshack.com/img922/4587/lZI38B.jpg,https://imagizer.imageshack.com/img924/7827/cg8lOs.jpg,https://imagizer.imageshack.com/img922/7526/v2IuPp.jpg",
Capricorn Shura EX <Revival> (Restock),Capricorn Shura,"¥15,000","¥16,500",2/16/2024,1/24/2025,1/24/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/13470,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sold via lottery from Jan 10 to Jan 16 / For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img924/6931/HqMO9V.jpg,https://imagizer.imageshack.com/img924/2432/3wSSOi.jpg,https://imagizer.imageshack.com/img924/496/hI33xz.jpg,https://imagizer.imageshack.com/img924/3477/JqeJxM.jpg,https://imagizer.imageshack.com/img924/386/kACIVZ.jpg,https://imagizer.imageshack.com/img923/381/0GjxAK.jpg,https://imagizer.imageshack.com/img924/323/LVzL0t.jpg,https://imagizer.imageshack.com/img922/354/6ZUpGV.jpg,https://imagizer.imageshack.com/img924/9999/At2guA.jpg,https://imagizer.imageshack.com/img924/9664/7PdvOA.jpg,https://imagizer.imageshack.com/img922/4858/ddfmNB.jpg,https://imagizer.imageshack.com/img922/8150/pq0cMp.jpg,https://imagizer.imageshack.com/img924/355/liDURI.jpg,https://imagizer.imageshack.com/img924/5915/J7gpO3.jpg,https://imagizer.imageshack.com/img924/8424/SKZlG4.jpg",
Aries Mu EX <Revival> (Restock),Aries Mu,"¥15,000","¥16,500",2/16/2024,1/24/2025,1/24/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/13528,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sold via lottery from Jan 10 to Jan 16 / For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img924/453/zXZ9yZ.jpg,https://imagizer.imageshack.com/img923/2227/f0eYl0.jpg,https://imagizer.imageshack.com/img922/9485/SCa8kM.jpg,https://imagizer.imageshack.com/img922/5377/B3U6Pi.jpg,https://imagizer.imageshack.com/img924/6519/Pk4dwl.jpg,https://imagizer.imageshack.com/img922/7475/6evvUa.jpg,https://imagizer.imageshack.com/img923/8773/NLZcVE.jpg,https://imagizer.imageshack.com/img924/6162/cXeQkf.jpg,https://imagizer.imageshack.com/img922/3690/0PkOyx.jpg,https://imagizer.imageshack.com/img924/478/WfbTho.jpg,https://imagizer.imageshack.com/img924/8628/eCkx7N.jpg,https://imagizer.imageshack.com/img923/3715/63BZJu.jpg",
Leo Aiolia EX <Revival> (Restock),Leo Aiolia,"¥15,000","¥16,500",2/16/2024,1/24/2025,1/24/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/12395,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sold via lottery from Jan 10 to Jan 16 / For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img924/6789/nH1G7o.jpg,https://imagizer.imageshack.com/img923/4679/jj5I2b.jpg,https://imagizer.imageshack.com/img923/810/SOCznY.jpg,https://imagizer.imageshack.com/img923/8937/Hp3kRo.jpg,https://imagizer.imageshack.com/img924/2776/zeZX5O.jpg,https://imagizer.imageshack.com/img923/1374/XGnwEt.jpg,https://imagizer.imageshack.com/img924/3564/Rk7JsG.jpg,https://imagizer.imageshack.com/img922/6448/OX6uBx.jpg,https://imagizer.imageshack.com/img922/2162/5aCA0x.jpg,https://imagizer.imageshack.com/img923/9039/605CcZ.jpg",
Gemini Saga EX <Revival> (Restock),Gemini Saga,"¥15,000","¥16,500",2/16/2024,1/24/2025,1/24/2025,DAM,"$2,900",2/17/2025,4/7/2025,https://tamashiiweb.com/item/11666,Tamashii Store,Myth Cloth EX,Saint Seiya,Gold Saint,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sold via lottery from Jan 10 to Jan 16 / For MXN, special sale via www.tamashii.mx",,,"https://imagizer.imageshack.com/img924/8207/2LLD2X.jpg,https://imagizer.imageshack.com/img923/861/8anRWN.jpg,https://imagizer.imageshack.com/img922/4362/peyupX.jpg,https://imagizer.imageshack.com/img924/7999/2QySGb.jpg,https://imagizer.imageshack.com/img922/5501/4aCaJm.jpg,https://imagizer.imageshack.com/img922/9506/hehfD2.jpg,https://imagizer.imageshack.com/img922/6343/w84vVF.jpg,https://imagizer.imageshack.com/img923/710/u8zcdJ.jpg,https://imagizer.imageshack.com/img922/3771/pcrbKQ.jpg",
Ophiuchus Odysseus EX,Ophiuchus Odysseus,"¥30,000","¥33,000",11/16/2023,11/15/2024,6/24/2025,DAM,"$5,350",6/27/2025,,https://tamashiiweb.com/item/15204,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Saint,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,"The hidden eight sense project / For MXN, it is sold via https://app.tamashii.mx and later sold via regular distribution. Preorder date via online is: 6/5/2025",,,"https://imagizer.imageshack.com/img923/5759/Qs7QRL.jpg,https://imagizer.imageshack.com/img923/2337/yry9zD.jpg,https://imagizer.imageshack.com/img923/6453/yd56qs.jpg,https://imagizer.imageshack.com/img924/6158/I64SOh.jpg,https://imagizer.imageshack.com/img922/239/eL0llA.jpg,https://imagizer.imageshack.com/img922/674/YFyWXW.jpg,https://imagizer.imageshack.com/img924/3439/IxvbUl.jpg,https://imagizer.imageshack.com/img922/139/Ro7DE4.jpg,https://imagizer.imageshack.com/img924/4352/iCj9R1.jpg",
Pegasus Seiya (God Cloth) EX,Pegasus Seiya,"¥25,000","¥27,500",10/29/2024,11/1/2024,5/31/2025,DAM,"$4,250",5/28/2025,,https://tamashiiweb.com/item/15153,Stores,Myth Cloth EX,Saint Seiya,Bronze Saint V4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/6336/I4Qlj5.jpg,https://imagizer.imageshack.com/img923/1031/InIPYa.jpg,https://imagizer.imageshack.com/img924/9884/OUCT5Y.jpg,https://imagizer.imageshack.com/img922/4580/qpMjh3.jpg,https://imagizer.imageshack.com/img922/3761/oaUv5V.jpg,https://imagizer.imageshack.com/img922/913/AxnHLV.jpg,https://imagizer.imageshack.com/img922/4666/zFtHYh.jpg,https://imagizer.imageshack.com/img924/5448/CNu3RU.jpg,https://imagizer.imageshack.com/img923/9136/9fp3Ui.jpg",
Gold Cloth Object <Appendix> (Restock3),Gold Cloth Object,"¥14,400","¥15,840",10/27/2024,11/15/2024,11/15/2024,,,,,https://tamashiiweb.com/item/15173,Tamashii Store,Appendix,Saint Seiya,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,TN 2024,,,"https://imagizer.imageshack.com/img922/3568/kJEWOB.jpg,https://imagizer.imageshack.com/img922/9073/yQF5xG.jpg,https://imagizer.imageshack.com/img924/1105/KCJvy0.jpg,https://imagizer.imageshack.com/img923/4995/gWQsCQ.jpg,https://imagizer.imageshack.com/img922/2277/lfXSY1.jpg,https://imagizer.imageshack.com/img923/9623/tPHz7c.jpg,https://imagizer.imageshack.com/img923/1514/bYAb92.jpg,https://imagizer.imageshack.com/img922/8473/1gMk8K.jpg,https://imagizer.imageshack.com/img922/632/FK4axY.jpg,https://imagizer.imageshack.com/img924/159/HkpVky.jpg,https://imagizer.imageshack.com/img922/6755/YiJRfF.jpg,https://imagizer.imageshack.com/img922/1740/ntiXGC.jpg,https://imagizer.imageshack.com/img923/5064/z3V5al.jpg,https://imagizer.imageshack.com/img922/644/MLE7AC.jpg,https://imagizer.imageshack.com/img924/8501/crzzoG.jpg",
Pandora EX,Pandora,"¥14,000","¥15,400",8/28/2024,9/6/2024,4/16/2025,DAM,"$2,999",4/29/2025,,https://tamashiiweb.com/item/15136,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img924/7557/mAcgiO.jpg,https://imagizer.imageshack.com/img922/1932/jz0Ker.jpg,https://imagizer.imageshack.com/img923/8517/kEIZvh.jpg,https://imagizer.imageshack.com/img924/189/EjRTad.jpg,https://imagizer.imageshack.com/img922/1350/ycFYeH.jpg,https://imagizer.imageshack.com/img924/8403/SUdCWy.jpg,https://imagizer.imageshack.com/img922/3162/vUpA51.jpg,https://imagizer.imageshack.com/img922/1365/MKlt6J.jpg,https://imagizer.imageshack.com/img922/9998/uqobAk.jpg,https://imagizer.imageshack.com/img922/9702/jvNLKj.jpg,https://imagizer.imageshack.com/img924/6941/0W03Ez.jpg",
Hades EX OCE,Hades,"¥22,000","¥24,200",8/8/2024,8/20/2024,11/15/2024,DAM,"$4,800",1/15/2025,4/2/2025,https://tamashiiweb.com/item/15110,Tamashii Nations,Myth Cloth EX,Saint Seiya,God,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"This figure was sold exclusively as a commemorative item at TAMASHII NATION 2024. It was also made available through Tamashii.mx, marking the first time an event-exclusive item was officially sold in Mexico.",,,"https://imagizer.imageshack.com/img924/5313/vUUgzw.jpg,https://imagizer.imageshack.com/img924/9564/KAWwgw.jpg,https://imagizer.imageshack.com/img923/5632/CctWuR.jpg,https://imagizer.imageshack.com/img923/121/WKKIJ6.jpg,https://imagizer.imageshack.com/img922/4324/HIfNbJ.jpg,https://imagizer.imageshack.com/img923/363/v63rCt.jpg,https://imagizer.imageshack.com/img922/8712/Qr4TnB.jpg,https://imagizer.imageshack.com/img922/8365/jo0Py2.jpg,https://imagizer.imageshack.com/img922/1628/vgsjDM.jpg,https://imagizer.imageshack.com/img924/9070/NJaYWJ.jpg,https://imagizer.imageshack.com/img922/5498/T88D1r.jpg",
Virgo Shun ~Inheritor of the Gold Cloth~ EX,Virgo Shun,"¥20,000","¥22,000",7/11/2024,7/12/2024,12/16/2024,DAM,"$3,560",12/20/2024,1/27/2025,https://tamashiiweb.com/item/15071,Tamashii Web Shop,Myth Cloth EX,Saint Seiya,Gold Inheritor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,"https://imagizer.imageshack.com/img922/4185/fRoE70.jpg,https://imagizer.imageshack.com/img924/8793/cLKujP.jpg,https://imagizer.imageshack.com/img924/5896/BsHAM7.jpg,https://imagizer.imageshack.com/img924/2831/ZQjRpz.jpg,https://imagizer.imageshack.com/img922/8090/TQeURC.jpg,https://imagizer.imageshack.com/img924/3808/O918nY.jpg,https://imagizer.imageshack.com/img924/2950/CsU45f.jpg,https://imagizer.imageshack.com/img922/2294/XRTdzA.jpg,https://imagizer.imageshack.com/img923/6916/T8E2ui.jpg",
